user_id,signup_date,subscription_plan,monthly_price,discount_applied,tenure_months,monthly_usage_hours,sessions_per_month,device_type,region,age_group,acquisition_channel,referral_flag,customer_support_tickets,payment_failures,content_category_preference,engagement_score,churn_flag,churn_probability,lifetime_value,churn_reason,price_sensitivity,customer_satisfaction,lifecycle_stage,usage_trend,support_sentiment,competitor_exposure,promotion_type
100397,2022-12-28,Basic,299,0.1,36,8,2,Mobile,South,55+,"Meta Ads",1,0,0,Education,0.56,1,0.93,673.08,"Switched to competitor",Medium,Satisfied,Mature,Stable,"No contact",Occasional,Seasonal
100398,2023-05-04,Premium,799,0.3,3,10.7,54,Tablet,North,25-34,"Google Ads",0,1,1,Fitness,2.8,1,0.65,582.89,"Poor app experience",Low,Neutral,Onboarding,Stable,Positive,None,Referral
100399,2021-02-20,Basic,299,0,7,8.9,43,Laptop,East,25-34,Organic,0,0,0,Drama,2.25,1,0.72,584.27,"Switched to competitor",Medium,Neutral,Growth,Increasing,"No contact",Occasional,None
100400,2022-07-29,Basic,299,0,23,17.3,27,Mobile,South,35-44,Organic,0,0,0,Comedy,2.12,1,0.74,1808.84,"Low usage",High,"Very satisfied",Mature,Declining,"No contact",Occasional,None
100401,2024-04-28,Premium,799,0.2,32,27,16,Tablet,South,45-54,"Meta Ads",0,0,1,Technology,2.26,1,0.72,5735.35,"Price too high",Medium,"Very satisfied",Mature,Increasing,"No contact",Occasional,Retention
100402,2024-02-23,Premium,799,0.1,23,10.5,33,TV,North,18-24,Organic,1,0,0,Technology,1.95,1,0.76,4001.44,"Low usage",High,Satisfied,Mature,Declining,"No contact",None,Referral
100403,2021-05-30,Premium,799,0,16,5.4,47,Mobile,East,18-24,Organic,0,3,0,Education,2.2,1,0.73,3489.43,"Low content relevance",High,Satisfied,Growth,Increasing,Positive,Occasional,None
100404,2021-11-10,Premium,799,0.1,5,18.4,20,Tablet,East,45-54,Email,0,0,0,Technology,1.9,1,0.76,847.57,"Poor app experience",Medium,"Very dissatisfied",Onboarding,Stable,"No contact",None,Retention
100405,2022-07-24,Standard,499,0,13,20.7,19,TV,North,55+,Organic,0,0,0,Comedy,2,1,0.75,1609.68,"Low content relevance",Medium,Neutral,Growth,Increasing,"No contact",Occasional,None
100406,2024-09-27,Premium,799,0.2,10,19.4,57,Tablet,West,25-34,"Meta Ads",0,2,0,Technology,3.44,0,0.57,2728.1,Active,High,Neutral,Growth,Stable,Positive,Occasional,Retention
100407,2021-11-01,Basic,299,0.2,2,11.3,39,Tablet,West,55+,Organic,0,2,0,Education,2.24,1,0.72,132.95,"Low usage",High,"Very dissatisfied",Onboarding,Increasing,Neutral,Occasional,Referral
100408,2022-11-13,Premium,799,0.1,16,60,59,TV,North,35-44,Email,1,0,0,Technology,5.96,0,0.26,8507.86,Active,Medium,"Very satisfied",Growth,Declining,"No contact",High,Seasonal
100409,2023-04-18,Standard,499,0.3,1,25.5,34,Tablet,East,18-24,"Google Ads",1,1,0,Comedy,2.89,1,0.64,125.25,"Switched to competitor",Medium,"Very satisfied",Onboarding,Stable,Positive,None,Retention
100410,2023-12-14,Basic,299,0.1,6,8.6,5,Laptop,North,45-54,Referral,0,1,1,Fitness,0.72,1,0.91,144.23,"Poor app experience",Low,"Very satisfied",Growth,Stable,Positive,High,Referral
100411,2023-09-30,Standard,499,0.1,19,25.1,23,TV,South,25-34,Referral,1,0,1,Education,2.43,1,0.7,2572.57,"Switched to competitor",Low,Satisfied,Mature,Declining,"No contact",None,Retention
100412,2022-03-20,Standard,499,0.3,33,5.3,47,Mobile,East,55+,"Meta Ads",0,0,0,Education,2.2,1,0.73,3146.3,"Low usage",High,Satisfied,Mature,Stable,"No contact",None,Referral
100413,2022-09-05,Standard,499,0,28,17.7,56,Mobile,East,45-54,"Meta Ads",0,0,0,Drama,3.3,0,0.59,5720.55,Active,Medium,Neutral,Mature,Increasing,"No contact",High,None
100414,2023-09-20,Basic,299,0,5,28.6,29,Laptop,North,45-54,"Google Ads",0,0,0,Technology,2.88,1,0.64,534.19,"Low usage",Low,"Very satisfied",Onboarding,Increasing,"No contact",None,None
100415,2021-09-21,Premium,799,0,12,11.1,4,Tablet,South,55+,Organic,0,0,0,Comedy,0.83,1,0.9,987.35,"Low content relevance",High,Satisfied,Growth,Stable,"No contact",Occasional,None
100416,2023-12-13,Basic,299,0.3,30,18.3,53,Mobile,East,55+,"Meta Ads",0,1,1,Drama,3.22,1,0.6,2508.48,"Low usage",High,"Very dissatisfied",Mature,Increasing,Neutral,None,Retention
100417,2023-10-01,Standard,499,0.1,17,11.8,44,Mobile,East,25-34,Organic,1,2,2,Fitness,2.47,1,0.69,2339.67,"Price too high",High,Satisfied,Growth,Stable,Neutral,Occasional,Retention
100418,2021-01-05,Premium,799,0,19,5.9,22,Laptop,East,25-34,Organic,1,1,0,Comedy,1.23,1,0.85,2316.7,"Price too high",Medium,Neutral,Mature,Declining,Negative,None,None
100419,2024-02-01,Standard,499,0,40,20.1,15,Tablet,East,55+,Email,0,1,1,Education,1.81,1,0.78,4482.33,"Price too high",Medium,Satisfied,Mature,Stable,Neutral,None,None
100420,2024-05-04,Basic,299,0,42,23.4,30,Laptop,North,25-34,Email,0,2,0,Comedy,2.6,1,0.68,4050.97,"Poor app experience",Low,Neutral,Mature,Increasing,Positive,None,None
100421,2023-02-13,Basic,299,0,25,12.4,28,Mobile,South,25-34,"Google Ads",1,1,1,Comedy,1.86,1,0.77,1725,"Poor app experience",High,Neutral,Mature,Stable,Negative,None,None
100422,2023-05-27,Standard,499,0.3,35,18,42,TV,East,18-24,Referral,1,0,0,Education,2.76,1,0.66,4186.4,"Poor app experience",High,Dissatisfied,Mature,Stable,"No contact",High,Retention
100423,2023-09-19,Premium,799,0.2,9,7.1,24,TV,South,25-34,"Meta Ads",0,1,1,Technology,1.39,1,0.83,992.11,"Low usage",High,"Very dissatisfied",Growth,Increasing,Neutral,High,Retention
100424,2023-06-03,Premium,799,0.3,32,23.9,47,TV,West,35-44,"Meta Ads",0,0,1,Comedy,3.31,0,0.59,7350.01,Active,High,Neutral,Mature,Stable,"No contact",None,Retention
100425,2024-10-05,Standard,499,0,39,7.2,50,TV,West,25-34,Organic,0,0,1,Comedy,2.43,1,0.7,5867.27,"Low content relevance",Low,Neutral,Mature,Stable,"No contact",Occasional,None
100426,2021-02-16,Basic,299,0.1,38,11.6,30,TV,East,18-24,"Meta Ads",1,1,0,Fitness,1.9,1,0.76,2410.55,"Price too high",Medium,Neutral,Mature,Stable,Negative,Occasional,Referral
100427,2023-05-17,Basic,299,0,15,42.8,44,Mobile,East,55+,"Meta Ads",0,0,0,Comedy,4.33,0,0.46,2409.44,Active,Medium,"Very satisfied",Growth,Stable,"No contact",Occasional,None
100428,2023-04-03,Basic,299,0.2,45,26.9,13,Mobile,East,18-24,Referral,1,1,0,Technology,2.13,1,0.74,2844.58,"Price too high",High,"Very satisfied",Mature,Stable,Negative,High,Retention
100429,2023-07-25,Basic,299,0.3,46,26.4,13,Mobile,North,55+,"Meta Ads",0,0,1,Fitness,2.1,1,0.74,2508.48,"Poor app experience",Low,"Very dissatisfied",Mature,Increasing,"No contact",Occasional,Seasonal
100430,2022-10-18,Basic,299,0.3,37,3.5,12,Tablet,East,35-44,"Google Ads",0,1,0,Education,0.69,1,0.91,662.96,"Low usage",Medium,"Very dissatisfied",Mature,Declining,Positive,Occasional,Referral
100431,2021-09-26,Basic,299,0.1,26,28.4,24,Tablet,East,45-54,Organic,0,1,0,Comedy,2.66,1,0.67,2309.05,"Switched to competitor",Low,Satisfied,Mature,Declining,Neutral,Occasional,Referral
100432,2022-01-05,Standard,499,0,31,12.2,31,TV,East,35-44,Email,0,1,1,Drama,1.97,1,0.76,3780.88,"Low content relevance",Medium,"Very satisfied",Mature,Increasing,Positive,High,None
100433,2022-09-28,Basic,299,0.1,30,13.2,27,Laptop,South,35-44,Organic,0,1,0,Fitness,1.87,1,0.77,1873.02,"Poor app experience",High,Neutral,Mature,Increasing,Positive,None,Seasonal
100434,2024-02-04,Standard,499,0,2,19.5,51,Laptop,South,25-34,Referral,1,0,0,Drama,3.21,1,0.6,397.47,"Poor app experience",Medium,Neutral,Onboarding,Stable,"No contact",High,None
100435,2022-10-19,Premium,799,0,7,9,56,Laptop,East,18-24,"Google Ads",1,0,0,Fitness,2.78,1,0.66,1929.1,"Low content relevance",High,Neutral,Growth,Declining,"No contact",None,None
100436,2021-04-30,Standard,499,0,30,2.1,46,Mobile,North,18-24,Email,0,0,0,Comedy,1.97,1,0.76,3658.92,"Low content relevance",Medium,Satisfied,Mature,Increasing,"No contact",Occasional,None
100437,2023-04-11,Premium,799,0,33,4.7,42,TV,West,18-24,Organic,0,0,1,Drama,1.96,1,0.76,6411.83,"Switched to competitor",Low,Neutral,Mature,Stable,"No contact",Occasional,None
100438,2023-12-18,Premium,799,0.1,48,30.2,26,TV,West,18-24,Referral,0,2,0,Drama,2.85,1,0.65,12205.07,"Poor app experience",Medium,Dissatisfied,Mature,Increasing,Negative,High,Referral
100439,2024-10-01,Basic,299,0,39,17.7,45,TV,South,25-34,"Meta Ads",0,0,0,Technology,2.86,1,0.65,4137.77,"Poor app experience",High,Neutral,Mature,Stable,"No contact",Occasional,None
100440,2023-01-11,Basic,299,0,47,29.4,53,Laptop,North,18-24,"Meta Ads",1,0,0,Education,3.88,0,0.52,6764.97,Active,Low,Neutral,Mature,Stable,"No contact",High,None
100441,2021-04-27,Basic,299,0,38,29.6,21,Tablet,East,25-34,"Meta Ads",0,2,0,Education,2.62,1,0.67,3693.35,"Low usage",Low,"Very satisfied",Mature,Stable,Positive,Occasional,None
100442,2023-03-02,Basic,299,0.1,20,4.9,48,Mobile,South,35-44,Organic,0,1,1,Technology,2.21,1,0.73,1475.71,"Low usage",Medium,Satisfied,Mature,Increasing,Negative,Occasional,Referral
100443,2024-02-25,Standard,499,0.1,19,5.4,55,Laptop,West,55+,Referral,0,0,0,Comedy,2.52,1,0.69,2667.85,"Price too high",Medium,Satisfied,Mature,Declining,"No contact",Occasional,Retention
100444,2024-11-17,Premium,799,0,9,10.5,14,Tablet,North,35-44,Referral,1,0,0,Technology,1.19,1,0.85,1061.7,"Low usage",Medium,Neutral,Growth,Stable,"No contact",Occasional,None
100445,2023-10-10,Premium,799,0.2,22,15.1,38,Mobile,South,18-24,Referral,0,1,0,Comedy,2.43,1,0.7,4239.66,"Low content relevance",Medium,Dissatisfied,Mature,Declining,Negative,High,Retention
100446,2023-12-18,Basic,299,0.1,32,20.6,36,Laptop,South,55+,Email,0,0,1,Fitness,2.68,1,0.67,2863.28,"Low usage",High,"Very satisfied",Mature,Increasing,"No contact",None,Seasonal
100447,2022-09-26,Premium,799,0,30,32.6,50,Tablet,South,35-44,"Meta Ads",0,1,0,Fitness,3.96,0,0.51,11776.82,Active,High,Neutral,Mature,Declining,Neutral,None,None
100448,2022-05-28,Basic,299,0.1,6,57.4,10,Mobile,South,35-44,Email,0,0,0,Comedy,3.84,0,0.52,769.24,Active,Low,Satisfied,Growth,Stable,"No contact",None,Seasonal
100449,2023-03-13,Premium,799,0.1,17,10,35,Laptop,North,25-34,"Google Ads",0,0,0,Technology,2,1,0.75,3033.42,"Switched to competitor",High,Satisfied,Growth,Increasing,"No contact",Occasional,Referral
100450,2024-01-25,Basic,299,0,37,27.9,14,TV,West,25-34,Referral,0,0,0,Drama,2.23,1,0.72,3060.85,"Low usage",High,"Very satisfied",Mature,Increasing,"No contact",High,None
100451,2024-02-16,Basic,299,0.2,15,28.1,17,Tablet,East,35-44,Organic,1,0,2,Fitness,2.37,1,0.71,1055.03,"Low usage",High,Dissatisfied,Growth,Increasing,"No contact",Occasional,Seasonal
100452,2022-07-14,Basic,299,0.1,7,13.5,2,Laptop,West,55+,Referral,1,2,0,Fitness,0.89,1,0.89,208,"Switched to competitor",Medium,Satisfied,Growth,Increasing,Negative,High,Retention
100453,2022-05-03,Premium,799,0,14,33.5,26,TV,West,55+,Referral,0,0,0,Technology,3.05,1,0.62,4232.92,"Price too high",Medium,Neutral,Growth,Declining,"No contact",None,None
100454,2024-06-14,Basic,299,0.1,20,3.3,17,Laptop,West,55+,Referral,1,2,0,Comedy,0.88,1,0.89,587.61,"Switched to competitor",High,Dissatisfied,Mature,Increasing,Positive,Occasional,Retention
100455,2023-06-16,Basic,299,0.1,30,14.8,56,Mobile,South,25-34,Email,0,0,0,Comedy,3.13,1,0.61,3135.05,"Price too high",High,"Very satisfied",Mature,Declining,"No contact",High,Seasonal
100456,2024-07-19,Premium,799,0,18,8.7,33,TV,East,18-24,"Meta Ads",1,0,0,Drama,1.84,1,0.77,3283.24,"Low content relevance",Medium,"Very satisfied",Mature,Stable,"No contact",Occasional,None
100457,2024-04-27,Premium,799,0.2,22,14.5,48,Mobile,East,18-24,"Meta Ads",0,0,0,Education,2.79,1,0.65,4867.75,"Price too high",Low,"Very dissatisfied",Mature,Stable,"No contact",Occasional,Seasonal
100458,2022-12-05,Basic,299,0,25,23,1,Tablet,North,45-54,"Meta Ads",0,0,0,Fitness,1.42,1,0.82,1316.94,"Low content relevance",Medium,Satisfied,Mature,Stable,"No contact",Occasional,None
100459,2022-08-04,Standard,499,0,24,8.3,42,Laptop,West,25-34,Organic,0,1,0,Technology,2.18,1,0.73,3239.17,"Low content relevance",Low,Dissatisfied,Mature,Stable,Negative,High,None
100460,2023-03-01,Basic,299,0.1,31,27.1,37,Tablet,North,35-44,Referral,0,1,0,Fitness,3.11,1,0.61,3218.85,"Price too high",Low,Satisfied,Mature,Stable,Positive,Occasional,Referral
100461,2023-05-11,Basic,299,0.1,18,14,48,Laptop,South,18-24,Email,0,0,0,Comedy,2.76,1,0.66,1658.67,"Poor app experience",Medium,Satisfied,Mature,Stable,"No contact",None,Retention
100462,2021-09-04,Standard,499,0,34,29.6,2,TV,East,35-44,Organic,0,0,1,Education,1.86,1,0.77,3915.23,"Price too high",Medium,Satisfied,Mature,Declining,"No contact",None,None
100463,2024-01-05,Standard,499,0.2,18,16.4,14,TV,North,35-44,"Google Ads",1,2,0,Education,1.54,1,0.81,1372.93,"Low usage",Medium,Dissatisfied,Mature,Stable,Neutral,None,Retention
100464,2021-06-03,Standard,499,0.2,14,19.1,31,Mobile,East,55+,Referral,1,1,1,Drama,2.39,1,0.7,1657.22,"Low usage",Medium,Satisfied,Growth,Stable,Neutral,High,Referral
100465,2024-12-29,Standard,499,0.2,4,17.7,44,TV,West,18-24,Email,0,0,0,Education,2.82,1,0.65,558.68,"Poor app experience",Low,"Very dissatisfied",Onboarding,Stable,"No contact",Occasional,Referral
100466,2023-09-24,Standard,499,0,7,4.1,43,Mobile,West,45-54,Organic,1,2,0,Comedy,1.97,1,0.76,853.75,"Low content relevance",Low,Satisfied,Growth,Increasing,Positive,Occasional,None
100467,2024-01-15,Standard,499,0.2,7,32,54,TV,North,25-34,"Google Ads",0,0,1,Technology,4.08,0,0.49,1414.53,Active,Low,"Very dissatisfied",Growth,Increasing,"No contact",None,Retention
100468,2022-11-28,Standard,499,0.2,1,12.8,28,Mobile,South,55+,Referral,0,1,0,Technology,1.89,1,0.77,93.61,"Low usage",Medium,Satisfied,Onboarding,Declining,Positive,High,Seasonal
100469,2024-08-01,Standard,499,0.3,40,4.4,41,Tablet,South,25-34,Email,1,1,0,Comedy,1.9,1,0.76,3293.65,"Poor app experience",Low,"Very satisfied",Mature,Declining,Neutral,None,Referral
100470,2024-05-28,Basic,299,0.3,24,3.4,18,Laptop,North,35-44,Email,0,1,0,Education,0.92,1,0.89,573.37,"Price too high",Low,Neutral,Mature,Declining,Neutral,Occasional,Retention
100471,2023-12-29,Standard,499,0,32,36.5,16,TV,South,35-44,Organic,0,0,0,Technology,2.83,1,0.65,5606.63,"Poor app experience",Medium,Satisfied,Mature,Declining,"No contact",None,None
100472,2023-12-07,Premium,799,0,10,47.6,58,Mobile,South,25-34,"Google Ads",0,1,0,Education,5.18,0,0.36,5135.01,Active,Low,Neutral,Growth,Increasing,Neutral,None,None
100473,2023-10-06,Standard,499,0,9,22.2,11,Tablet,North,35-44,"Meta Ads",1,0,1,Comedy,1.77,1,0.78,986.24,"Price too high",Low,Satisfied,Growth,Stable,"No contact",High,None
100474,2021-04-04,Standard,499,0,39,16,8,Tablet,West,35-44,Organic,0,0,0,Education,1.28,1,0.84,3090.58,"Switched to competitor",High,Satisfied,Mature,Increasing,"No contact",None,None
100475,2023-08-16,Basic,299,0.2,3,15.3,35,TV,North,55+,"Google Ads",0,1,0,Drama,2.32,1,0.71,206.55,"Low usage",Medium,Neutral,Onboarding,Declining,Negative,None,Seasonal
100476,2023-10-09,Standard,499,0.2,44,12.6,19,Mobile,East,25-34,Email,0,0,0,Technology,1.52,1,0.81,3312.47,"Low usage",High,Dissatisfied,Mature,Increasing,"No contact",Occasional,Retention
100477,2022-03-29,Basic,299,0.2,35,25,48,Tablet,South,25-34,Organic,0,0,0,Comedy,3.42,0,0.58,3552.39,Active,Medium,"Very satisfied",Mature,Stable,"No contact",Occasional,Retention
100478,2024-05-12,Premium,799,0,5,16.2,32,Mobile,North,45-54,Referral,0,1,0,Fitness,2.25,1,0.72,1115.23,"Price too high",High,"Very satisfied",Onboarding,Stable,Positive,None,None
100479,2023-07-01,Standard,499,0,7,19.9,8,TV,West,45-54,"Meta Ads",0,0,0,Comedy,1.51,1,0.81,654.4,"Switched to competitor",Low,Satisfied,Growth,Stable,"No contact",Occasional,None
100480,2021-08-06,Basic,299,0,12,8.9,59,TV,North,55+,"Meta Ads",0,0,1,Education,2.89,1,0.64,1286.52,"Price too high",Medium,Neutral,Growth,Declining,"No contact",None,None
100481,2022-04-19,Standard,499,0.1,23,17.4,44,Laptop,South,35-44,"Meta Ads",0,0,0,Comedy,2.8,1,0.65,3588.34,"Low usage",Medium,Satisfied,Mature,Stable,"No contact",Occasional,Seasonal
100482,2022-03-08,Premium,799,0.2,25,24.3,51,Tablet,East,25-34,Referral,1,1,1,Drama,3.5,0,0.57,6939.21,Active,High,Satisfied,Mature,Increasing,Neutral,Occasional,Referral
100483,2021-12-07,Basic,299,0.2,17,15.2,46,Tablet,South,25-34,"Meta Ads",1,0,0,Comedy,2.75,1,0.66,1387.42,"Switched to competitor",Medium,"Very dissatisfied",Growth,Increasing,"No contact",High,Referral
100484,2022-07-05,Standard,499,0,14,28.7,35,Tablet,North,18-24,Referral,0,0,0,Education,3.12,1,0.61,2704.26,"Poor app experience",High,"Very satisfied",Growth,Increasing,"No contact",High,None
100485,2024-08-05,Standard,499,0.3,35,22.5,12,Mobile,West,55+,Email,1,0,0,Technology,1.83,1,0.77,2775.76,"Low content relevance",Medium,"Very dissatisfied",Mature,Declining,"No contact",Occasional,Referral
100486,2024-07-01,Premium,799,0,1,12.4,58,TV,South,18-24,Email,0,0,0,Drama,3.06,1,0.62,303.34,"Price too high",High,Satisfied,Onboarding,Increasing,"No contact",Occasional,None
100487,2021-12-23,Basic,299,0.1,22,5.8,50,Tablet,North,45-54,Referral,0,0,0,Comedy,2.35,1,0.71,1726.11,"Low content relevance",High,Neutral,Mature,Stable,"No contact",None,Referral
100488,2021-01-23,Standard,499,0,28,20.1,45,Mobile,South,18-24,"Meta Ads",0,1,0,Technology,3.01,1,0.63,5217.83,"Low usage",High,Satisfied,Mature,Stable,Neutral,Occasional,None
100489,2022-06-06,Premium,799,0,23,20,18,TV,West,55+,Email,1,0,0,Technology,1.92,1,0.76,4377.65,"Poor app experience",High,Neutral,Mature,Stable,"No contact",High,None
100490,2024-01-29,Premium,799,0.3,18,6.7,32,Tablet,West,35-44,"Google Ads",0,0,0,Education,1.68,1,0.79,2098.42,"Poor app experience",Medium,Neutral,Mature,Stable,"No contact",High,Referral
100491,2023-03-13,Standard,499,0.2,46,46.8,26,Laptop,East,35-44,Referral,0,0,0,Fitness,3.85,0,0.52,8771.5,Active,Low,Satisfied,Mature,Stable,"No contact",Occasional,Retention
100492,2024-04-18,Premium,799,0,45,26.4,38,TV,West,18-24,"Google Ads",0,0,0,Technology,3.1,1,0.62,13828.85,"Poor app experience",Medium,Dissatisfied,Mature,Increasing,"No contact",High,None
100493,2024-05-31,Standard,499,0,44,37.9,53,Tablet,South,45-54,"Google Ads",0,2,0,Fitness,4.39,0,0.46,11958.67,Active,Low,"Very satisfied",Mature,Increasing,Negative,None,None
100494,2023-02-01,Standard,499,0,37,7.2,6,Laptop,North,18-24,Organic,1,0,0,Comedy,0.67,1,0.92,1534.77,"Price too high",Low,"Very satisfied",Mature,Declining,"No contact",Occasional,None
100495,2022-03-18,Standard,499,0,3,21.2,13,Mobile,North,55+,"Meta Ads",0,0,0,Education,1.79,1,0.78,332.46,"Low content relevance",Medium,Neutral,Onboarding,Stable,"No contact",Occasional,None
100496,2023-02-08,Basic,299,0.1,14,39.9,7,Tablet,East,25-34,"Meta Ads",1,1,1,Comedy,2.67,1,0.67,1248.01,"Poor app experience",High,Neutral,Growth,Increasing,Positive,Occasional,Seasonal
100497,2023-10-13,Standard,499,0.1,39,15.8,36,Tablet,North,45-54,Email,0,0,0,Fitness,2.39,1,0.7,5193.62,"Price too high",Low,Satisfied,Mature,Stable,"No contact",High,Referral
100498,2024-09-10,Standard,499,0,7,51.4,55,Mobile,East,18-24,"Google Ads",0,0,0,Comedy,5.28,0,0.34,2288.22,Active,Medium,Satisfied,Growth,Increasing,"No contact",None,None
100499,2022-05-31,Premium,799,0,17,24.4,7,Laptop,North,25-34,Referral,1,1,0,Drama,1.74,1,0.78,2932.31,"Switched to competitor",Medium,"Very satisfied",Growth,Increasing,Positive,None,None
100500,2023-11-06,Premium,799,0,6,15.6,59,TV,South,35-44,Organic,1,2,0,Education,3.3,0,0.59,1962.8,Active,High,Neutral,Growth,Increasing,Negative,None,None
100501,2023-03-03,Standard,499,0,47,2.1,48,TV,East,55+,"Google Ads",0,0,0,Drama,2.05,1,0.75,5965.09,"Low content relevance",Low,Satisfied,Mature,Increasing,"No contact",None,None
100502,2021-12-02,Basic,299,0.2,19,24.3,12,TV,South,25-34,"Google Ads",0,0,0,Fitness,1.94,1,0.76,1093.91,"Price too high",Medium,Dissatisfied,Mature,Declining,"No contact",Occasional,Seasonal
100503,2021-09-15,Basic,299,0.3,15,26.7,35,Tablet,North,25-34,Email,0,0,0,Drama,3,1,0.63,1168.55,"Low usage",High,Satisfied,Growth,Increasing,"No contact",Occasional,Seasonal
100504,2022-05-12,Basic,299,0,39,25.1,2,Laptop,West,35-44,"Google Ads",0,0,0,Fitness,1.59,1,0.8,2300.37,"Low usage",Medium,Neutral,Mature,Declining,"No contact",None,None
100505,2023-06-15,Standard,499,0,5,38.9,3,TV,East,45-54,"Meta Ads",0,0,0,Comedy,2.45,1,0.7,758.41,"Low usage",High,Satisfied,Onboarding,Stable,"No contact",None,None
100506,2021-06-09,Basic,299,0,15,35.2,37,Tablet,North,45-54,Referral,0,0,0,Fitness,3.59,0,0.55,1997.66,Active,High,Neutral,Growth,Increasing,"No contact",None,None
100507,2023-05-02,Standard,499,0,45,16.6,21,Laptop,West,25-34,"Meta Ads",0,1,0,Technology,1.84,1,0.77,5126.2,"Price too high",Low,Neutral,Mature,Increasing,Negative,Occasional,None
100508,2022-11-21,Basic,299,0,26,23.5,30,Laptop,East,45-54,"Google Ads",0,1,0,Technology,2.61,1,0.68,2517.39,"Poor app experience",High,Neutral,Mature,Increasing,Neutral,None,None
100509,2022-01-15,Premium,799,0.3,39,34.5,27,Mobile,South,45-54,"Google Ads",1,0,0,Drama,3.15,1,0.61,8524.81,"Low content relevance",High,"Very satisfied",Mature,Stable,"No contact",Occasional,Referral
100510,2023-08-15,Premium,799,0.2,45,26.3,27,Tablet,North,18-24,"Meta Ads",1,1,1,Technology,2.66,1,0.67,9492.83,"Low content relevance",Low,Satisfied,Mature,Declining,Positive,Occasional,Referral
100511,2022-11-22,Standard,499,0,13,52.8,11,Tablet,North,45-54,"Meta Ads",0,1,0,Fitness,3.61,0,0.55,2905.47,Active,Medium,Satisfied,Growth,Increasing,Positive,None,None
100512,2024-12-21,Basic,299,0,31,8,18,Mobile,West,25-34,Email,0,0,0,Fitness,1.2,1,0.85,1380,"Switched to competitor",Medium,Satisfied,Mature,Increasing,"No contact",Occasional,None
100513,2024-07-15,Standard,499,0,13,19,7,Tablet,South,35-44,Referral,0,0,0,Technology,1.42,1,0.82,1142.87,"Low content relevance",High,Satisfied,Growth,Declining,"No contact",None,None
100514,2024-12-11,Basic,299,0,23,27.8,2,Mobile,North,55+,"Meta Ads",0,0,0,Drama,1.75,1,0.78,1493.15,"Switched to competitor",Low,Neutral,Mature,Declining,"No contact",Occasional,None
100515,2024-04-06,Basic,299,0.1,40,11.1,58,Mobile,North,18-24,"Google Ads",0,0,0,Education,2.99,1,0.63,3993.1,"Switched to competitor",High,Dissatisfied,Mature,Stable,"No contact",Occasional,Referral
100516,2023-12-03,Basic,299,0.1,32,22.8,26,Tablet,North,35-44,"Meta Ads",1,1,0,Education,2.41,1,0.7,2574.81,"Low usage",Low,Satisfied,Mature,Stable,Positive,High,Referral
100517,2021-10-12,Basic,299,0,37,32.9,8,Mobile,East,18-24,Organic,0,1,0,Technology,2.29,1,0.72,3143.21,"Price too high",High,Dissatisfied,Mature,Stable,Positive,Occasional,None
100518,2022-02-01,Basic,299,0.2,4,32.4,24,Mobile,West,18-24,Organic,1,0,1,Technology,2.9,1,0.64,344.26,"Switched to competitor",Medium,Neutral,Onboarding,Stable,"No contact",None,Seasonal
100519,2021-01-12,Basic,299,0.1,17,11.7,57,Mobile,North,35-44,Organic,0,0,0,Technology,2.98,1,0.63,1691.39,"Price too high",Medium,Satisfied,Growth,Declining,"No contact",Occasional,Referral
100520,2024-08-18,Basic,299,0,20,5.4,1,Laptop,East,55+,Organic,1,1,1,Technology,0.36,1,0.96,267.1,"Low usage",Medium,"Very dissatisfied",Mature,Stable,Neutral,Occasional,None
100521,2024-06-30,Standard,499,0,46,7.3,52,Tablet,South,18-24,"Google Ads",0,1,1,Comedy,2.52,1,0.69,7176.68,"Price too high",High,Dissatisfied,Mature,Declining,Negative,Occasional,None
100522,2022-05-14,Premium,799,0,11,12.3,48,Tablet,North,45-54,Organic,0,1,0,Education,2.66,1,0.67,2900.59,"Low content relevance",Medium,"Very satisfied",Growth,Stable,Negative,Occasional,None
100523,2023-01-24,Premium,799,0.1,42,4.2,47,Laptop,West,18-24,Email,0,1,0,Education,2.13,1,0.74,7981.47,"Switched to competitor",High,"Very satisfied",Mature,Stable,Negative,Occasional,Seasonal
100524,2021-02-04,Basic,299,0.1,33,18.2,32,Laptop,East,18-24,Email,1,0,1,Comedy,2.37,1,0.71,2611.2,"Price too high",Low,Neutral,Mature,Stable,"No contact",None,Referral
100525,2022-12-28,Standard,499,0.2,39,11.8,35,TV,East,18-24,Email,0,0,1,Education,2.11,1,0.74,4075.7,"Poor app experience",High,Satisfied,Mature,Increasing,"No contact",None,Retention
100526,2023-04-29,Premium,799,0.2,6,6.6,18,Mobile,East,55+,Organic,0,0,0,Fitness,1.12,1,0.86,532.93,"Price too high",High,Dissatisfied,Growth,Stable,"No contact",Occasional,Referral
100527,2021-03-31,Basic,299,0.2,39,5.5,34,TV,West,18-24,"Meta Ads",0,0,1,Fitness,1.69,1,0.79,1956.04,"Switched to competitor",Medium,Neutral,Mature,Declining,"No contact",Occasional,Referral
100528,2023-02-15,Premium,799,0.1,47,17.3,37,Mobile,North,18-24,Organic,0,0,0,Fitness,2.52,1,0.69,10567.02,"Low usage",High,Satisfied,Mature,Stable,"No contact",Occasional,Seasonal
100529,2022-08-28,Standard,499,0.1,38,44.3,47,TV,North,35-44,"Google Ads",1,0,1,Drama,4.54,0,0.44,9612.75,Active,Medium,"Very satisfied",Mature,Stable,"No contact",Occasional,Retention
